Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
RB,Nicholas Sims (11365070),Nicholas Sims,11365070,RB/FLEX/S-FLEX,3000,TOL@FRES 09/29/2018 10:30PM ET,TOL,5.4
RB,Nevone McCrimmon (11365073),Nevone McCrimmon,11365073,RB/FLEX/S-FLEX,3000,TOL@FRES 09/29/2018 10:30PM ET,TOL,9.4
RB,Ronnie Jones (11365076),Ronnie Jones,11365076,RB/FLEX/S-FLEX,3000,TOL@FRES 09/29/2018 10:30PM ET,TOL,1.9
WR,Jalin Cooper (11365088),Jalin Cooper,11365088,WR/FLEX/S-FLEX,3000,TOL@FRES 09/29/2018 10:30PM ET,TOL,0
WR,Neru N'Shaka (11365091),Neru N'Shaka,11365091,WR/FLEX/S-FLEX,3000,TOL@FRES 09/29/2018 10:30PM ET,TOL,0
WR,Darius Corbett (11365094),Darius Corbett,11365094,WR/FLEX/S-FLEX,3000,TOL@FRES 09/29/2018 10:30PM ET,TOL,0
WR,Matt Heuerman (11365097),Matt Heuerman,11365097,WR/FLEX/S-FLEX,3000,TOL@FRES 09/29/2018 10:30PM ET,TOL,0
WR,Blake Blevins (11365100),Blake Blevins,11365100,WR/FLEX/S-FLEX,3000,TOL@FRES 09/29/2018 10:30PM ET,TOL,0
WR,Reggie Gilliam (11365103),Reggie Gilliam,11365103,WR/FLEX/S-FLEX,3000,TOL@FRES 09/29/2018 10:30PM ET,TOL,0
WR,Adam Beale (11365106),Adam Beale,11365106,WR/FLEX/S-FLEX,3000,TOL@FRES 09/29/2018 10:30PM ET,TOL,0
WR,Nick Kovacs (11365109),Nick Kovacs,11365109,WR/FLEX/S-FLEX,3000,TOL@FRES 09/29/2018 10:30PM ET,TOL,0
WR,Danzel McKinley-Lewis (11365112),Danzel McKinley-Lewis,11365112,WR/FLEX/S-FLEX,3000,TOL@FRES 09/29/2018 10:30PM ET,TOL,0.13
WR,Jamal Turner (11365115),Jamal Turner,11365115,WR/FLEX/S-FLEX,3000,TOL@FRES 09/29/2018 10:30PM ET,TOL,2.3
WR,Drew Rosi (11365118),Drew Rosi,11365118,WR/FLEX/S-FLEX,3000,TOL@FRES 09/29/2018 10:30PM ET,TOL,2.6
